c,CATEGORY,CLASS TYPE,PRODUCT,UNIT,QUANTITY,RUPEES,DOLLARS,% QUANTITY,% RUPEES,% DOLLARS,STATUS,Year,Quarter,Month,Day
,MISCELLANEOUS GROUP,, WOOD & CORK,-,,3022.97042,10752.34918,-,-11.12,-10.99,Import,2025,Qtr 4,November,1
,MISCELLANEOUS GROUP,, JUTE,MT,206.0445,48.366301,171.95229,-77.53,-77.5,-77.49,Import,2025,Qtr 4,November,1
,MISCELLANEOUS GROUP,, PAPER & PAPER BOARD & MANUF+THEREOF,MT,42737.21047,11044.96556,39286.57833,-18.4,-9.96,-9.84,Import,2025,Qtr 4,November,1
, FOOD GROUP,," MILK,CREAM & MILK FOOD FOR INFANTS",MT,3653.39456,3256.905698,11602.46892,44.92,25.99,26.2,Import,2025,Qtr 4,December,1
, FOOD GROUP,, WHEAT UNMILLED,MT,0,0,0,0,0,0,Import,2025,Qtr 4,December,1
, FOOD GROUP,, DRY FRUITS & NUTS,MT,16879.18211,5297.958359,18870.98761,-14.81,-7.02,-6.89,Import,2025,Qtr 4,December,1
, FOOD GROUP,, TEA,MT,20547.24037,15362.97796,54719.98444,-3.12,3.6,3.74,Import,2025,Qtr 4,December,1
, FOOD GROUP,, SPICES,MT,18611.9866,6243.315073,22239.71616,-2.68,3.92,4.06,Import,2025,Qtr 4,December,1
, FOOD GROUP,, SOYABEAN OIL,MT,17270,5618.549895,20023.90009,607.21,630.63,632.4,Import,2025,Qtr 4,December,1
, FOOD GROUP,, PALM OIL,MT,276988.7642,85881.3852,305926.1453,-12.81,-13.37,-13.25,Import,2025,Qtr 4,December,1
, FOOD GROUP,, SUGAR,MT,235.791,45.059123,160.46968,-99.69,-99.63,-99.63,Import,2025,Qtr 4,December,1
, FOOD GROUP,, PULSES  (LEGUMINOUS VEGETABLES),MT,116922.4128,20106.0916,71609.38525,2.43,6.21,6.34,Import,2025,Qtr 4,December,1
, FOOD GROUP,, ALL OTHERS FOOD ITEMS,-,-,78122.55763,278286.4392,-,37.05,37.23,Import,2025,Qtr 4,December,1
,MACHINERY GROUP,, POWER GENERATING MACHINERY,-,-,24732.33082,88091.34676,-,95.16,95.43,Import,2025,Qtr 4,December,1
,MACHINERY GROUP,, OFFICE MACHINE INCL+DATA PROC EQUIP;,-,-,23406.50537,83377.48041,-,56.14,56.27,Import,2025,Qtr 4,December,1
,MACHINERY GROUP,, TEXTILE MACHINERY,-,-,14079.49183,50153.84656,-,14.65,14.82,Import,2025,Qtr 4,December,1
,MACHINERY GROUP,, CONSTRUCTION & MINING MACHINERY,-,-,4621.972624,16463.42354,-,11.51,11.68,Import,2025,Qtr 4,December,1
,MACHINERY GROUP,, ELECTRICAL MACHINERY & APPARATUS,-,-,45831.68546,163244.5938,-,6.64,6.79,Import,2025,Qtr 4,December,1
,MACHINERY GROUP, TELE COM, MOBILE PHONE,-,-,44728.85916,159335.4699,-,1.63,1.78,Import,2025,Qtr 4,December,1
,MACHINERY GROUP, TELE COM, OTHER APPARATUS,-,-,19618.00337,69884.86993,-,16.06,16.24,Import,2025,Qtr 4,December,1
,MACHINERY GROUP,, AGRICULTURAL MACHINERY & IMPLEMENTS,-,-,2191.379341,7805.82004,-,-10.04,-9.92,Import,2025,Qtr 4,December,1
,MACHINERY GROUP,, OTHER MACHINERY,-,-,70825.47977,252291.6089,-,23.99,24.15,Import,2025,Qtr 4,December,1
,TRANSPORT GROUP,,1 CBU,-,-,10322.39247,36762.58523,-,-21.44,-21.32,Import,2025,Qtr 4,December,1
,TRANSPORT GROUP,  ROAD MOTOR VEH,"CBU-BUSES,TRUCKS & OTH  HEAVY VEHICLES",-,-,4375.735695,15590.09925,-,-18.21,-18.06,Import,2025,Qtr 4,December,1
,TRANSPORT GROUP,  ROAD MOTOR VEH,CBU-MOTOR CARS,-,-,5848.554854,20823.22757,-,-24.56,-24.46,Import,2025,Qtr 4,December,1
,TRANSPORT GROUP,  ROAD MOTOR VEH,CBU-MOTOR CYCLES,-,-,98.101923,349.25841,-,172.51,170.74,Import,2025,Qtr 4,December,1
,TRANSPORT GROUP,,2 CKD/SKD,-,-,63208.63853,225175.4994,-,4.92,5.09,Import,2025,Qtr 4,December,1
,TRANSPORT GROUP,  ROAD MOTOR VEH,"CKD/SKD-BUSES,TRUCKS & OTH  HEAVY VEHICLES",-,-,11275.57316,40165.9417,-,20.98,21.18,Import,2025,Qtr 4,December,1
,TRANSPORT GROUP,  ROAD MOTOR VEH,CKD/SKD-MOTOR CARS,-,-,49670.05719,176948.8031,-,-0.17,-0.01,Import,2025,Qtr 4,December,1
,TRANSPORT GROUP,  ROAD MOTOR VEH,CKD/SKD-MOTOR CYCLES,-,-,2263.008179,8060.75452,-,93.58,93.91,Import,2025,Qtr 4,December,1
,TRANSPORT GROUP,,3G PARTS & ACCESSORIES,-,-,11354.56533,40444.43215,-,20.21,20.38,Import,2025,Qtr 4,December,1
,TRANSPORT GROUP,,4H OTHERS,-,-,1214.484744,4326.69144,-,-5.78,-5.65,Import,2025,Qtr 4,December,1
,TRANSPORT GROUP,,"AIRCRAFTS, SHIPS AND BOATS",-,-,1977.297334,7046.43694,-,-9.67,-9.53,Import,2025,Qtr 4,December,1
,TRANSPORT GROUP,,OTHERS TRANSPORT EQUIPMENTS,-,-,2695.746012,9603.20918,-,613.16,614.52,Import,2025,Qtr 4,December,1
,PETROLEUM GROUP,, PETROLEUM PRODUCTS,MT,1218516.586,179644.7831,640015.4199,20.26,17.51,17.67,Import,2025,Qtr 4,December,1
,PETROLEUM GROUP,, PETROLEUM CRUDE,MT,1112444.189,151111.443,538126.3234,21.55,11.42,11.59,Import,2025,Qtr 4,December,1
,PETROLEUM GROUP,,"NATURAL GAS, LIQUIFIED",-,-,77528.85661,276248.8121,-,75.35,75.62,Import,2025,Qtr 4,December,1
,PETROLEUM GROUP,," PETROLEUM GAS, LIQUIFIED",-,-,32523.771,115850.3747,-,39.49,39.68,Import,2025,Qtr 4,December,1
,PETROLEUM GROUP,, OTHERS,-,-,9.517745,33.90121,-,217.26,239.01,Import,2025,Qtr 4,December,1
,TEXTILE GROUP,, RAW COTTON,MT,66430.03127,32183.85778,114653.2969,49.74,49.42,49.66,Import,2025,Qtr 4,December,1
,TEXTILE GROUP,, SYNTHETIC FIBRE,MT,41487.83024,13617.73973,48511.31286,-12.3,-16.36,-16.24,Import,2025,Qtr 4,December,1
,TEXTILE GROUP,, SYNTHETIC & ARTIFICIAL SILK YARN,MT,53306.63187,24480.97996,87203.59172,-7.53,-4.26,-4.13,Import,2025,Qtr 4,December,1
,TEXTILE GROUP,, WORN CLOTHING,MT,111708.7958,15541.95165,55365.66326,-17.33,-11.45,-11.31,Import,2025,Qtr 4,December,1
,TEXTILE GROUP,, OTHR TEXTILE ITEMS,-,-,67815.42698,241561.3364,-,6.44,6.56,Import,2025,Qtr 4,December,1
,AGRICULTURAL AND OTHER CHEMICALS GROUP,, FERTILIZER MANUFACTURED,MT,122427.629,20129.56356,71717.65163,345.09,283.71,284.26,Import,2025,Qtr 4,December,1
,AGRICULTURAL AND OTHER CHEMICALS GROUP,, INSECTICIDES,MT,4184.401235,4848.245488,17268.91671,11.55,-19.42,-19.3,Import,2025,Qtr 4,December,1
,AGRICULTURAL AND OTHER CHEMICALS GROUP,, PLASTIC MATERIALS,MT,237235.9531,73657.1953,262377.2676,26.69,23.66,23.84,Import,2025,Qtr 4,December,1
,AGRICULTURAL AND OTHER CHEMICALS GROUP,, MEDICINAL PRODUCTS,MT,4976.319258,33972.15385,121007.7935,53.16,18.59,18.75,Import,2025,Qtr 4,December,1
,AGRICULTURAL AND OTHER CHEMICALS GROUP,, OTHERS,-,,132652.833,472556.3623,-,13.37,13.54,Import,2025,Qtr 4,December,1
,METAL GROUP,, GOLD,KG,26.5852,1046.46314,3728.13499,100,100,100,Import,2025,Qtr 4,December,1
,METAL GROUP,, IRON AND STEEL SCRAP,MT,394134.8771,55074.57251,196184.0492,20.32,16.78,16.94,Import,2025,Qtr 4,December,1
,METAL GROUP,, IRON AND STEEL,MT,356852.7964,61021.52502,217377.8152,2.46,4.58,4.72,Import,2025,Qtr 4,December,1
,METAL GROUP,, ALUMINIUM WROUGHT & WORKED,-,-,5491.57853,19560.7169,-,38.01,38.21,Import,2025,Qtr 4,December,1
,METAL GROUP,, ALL OTHER METALS & ARTICALS,-,-,33378.21386,118893.2091,-,2.44,2.59,Import,2025,Qtr 4,December,1
,MISCELLANEOUS GROUP,, RUBBER CRUDE INCL+ SYNTH/RECLAIMED,MT,20074.04769,7563.511841,26941.84994,-35.71,19.58,19.77,Import,2025,Qtr 4,December,1
,MISCELLANEOUS GROUP,, RUBBER TYRES & TUBES,NO,564335,4618.851729,16451.78192,-15.96,15.7,15.85,Import,2025,Qtr 4,December,1
,MISCELLANEOUS GROUP,, WOOD & CORK,-,,3467.575789,12351.79141,-,14.71,14.88,Import,2025,Qtr 4,December,1
,MISCELLANEOUS GROUP,, JUTE,MT,0,0,0,-100,-100,-100,Import,2025,Qtr 4,December,1
,MISCELLANEOUS GROUP,, PAPER & PAPER BOARD & MANUF+THEREOF,MT,41801.75907,10842.06545,38622.78779,-2.21,-1.84,-1.69,Import,2025,Qtr 4,December,1
, FOOD GROUP,," MILK,CREAM & MILK FOOD FOR INFANTS",MT,5072.55664,4031.238363,14378.24333,66.7,23.77,23.93,Import,2026,Qtr 1,January,1
, FOOD GROUP,, WHEAT UNMILLED,MT,0,0,0,0,0,0,Import,2026,Qtr 1,January,1
, FOOD GROUP,, DRY FRUITS & NUTS,MT,15017.27914,4413.167172,15740.23258,-11.07,-16.7,-16.59,Import,2026,Qtr 1,January,1
, FOOD GROUP,, TEA,MT,23896.32213,16925.37788,60360.38965,20.52,10.17,10.31,Import,2026,Qtr 1,January,1
, FOOD GROUP,, SPICES,MT,21668.61285,6505.631329,23203.22199,15.83,4.21,4.33,Import,2026,Qtr 1,January,1
, FOOD GROUP,, SOYABEAN OIL,MT,5250,1717.848799,6125.425783,-69.6,-69.43,-69.41,Import,2026,Qtr 1,January,1
, FOOD GROUP,, PALM OIL,MT,337666.7629,102870.6679,366920.056,21.91,19.78,19.94,Import,2026,Qtr 1,January,1
, FOOD GROUP,, SUGAR,MT,336.83,65.678832,234.2012911,42.72,45.95,46.38,Import,2026,Qtr 1,January,1
, FOOD GROUP,, PULSES  (LEGUMINOUS VEGETABLES),MT,172676.6989,27384.13196,97686.61714,48.13,36.2,36.42,Import,2026,Qtr 1,January,1
, FOOD GROUP,, ALL OTHERS FOOD ITEMS,-,,80415.1584,286819.3169,-,2.93,3.07,Import,2026,Qtr 1,January,1
,MACHINERY GROUP,, POWER GENERATING MACHINERY,-,,23250.03101,82923.41656,-,-5.99,-5.86,Import,2026,Qtr 1,January,1
,MACHINERY GROUP,, OFFICE MACHINE INCL+DATA PROC EQUIP;,-,,13973.48977,49837.62502,-,-40.26,-40.18,Import,2026,Qtr 1,January,1
,MACHINERY GROUP,, TEXTILE MACHINERY,-,,16249.37997,57953.09114,-,15.42,15.55,Import,2026,Qtr 1,January,1
,MACHINERY GROUP,, CONSTRUCTION & MINING MACHINERY,-,,10083.15066,35969.73221,-,118.16,118.5,Import,2026,Qtr 1,January,1
,MACHINERY GROUP,, ELECTRICAL MACHINERY & APPARATUS,-,,59963.04835,213858.9645,-,30.87,31.04,Import,2026,Qtr 1,January,1
,MACHINERY GROUP, TELE COM, MOBILE PHONE,-,,50286.80685,179379.5416,-,12.45,12.6,Import,2026,Qtr 1,January,1
,MACHINERY GROUP, TELE COM, OTHER APPARATUS,-,,18707.10155,66718.0669,-,-4.58,-4.47,Import,2026,Qtr 1,January,1
,MACHINERY GROUP,, AGRICULTURAL MACHINERY & IMPLEMENTS,-,,3106.245048,11078.62136,-,41.77,41.92,Import,2026,Qtr 1,January,1
,MACHINERY GROUP,, OTHER MACHINERY,-,,71873.87729,256354.4777,-,1.42,1.55,Import,2026,Qtr 1,January,1
,TRANSPORT GROUP,,1 CBU,-,,12647.38846,45097.37076,-,22.52,22.67,Import,2026,Qtr 1,January,1
,TRANSPORT GROUP,  ROAD MOTOR VEH,"CBU-BUSES,TRUCKS & OTH  HEAVY VEHICLES",-,,2794.377579,9964.300362,-,-36.14,-36.09,Import,2026,Qtr 1,January,1
,TRANSPORT GROUP,  ROAD MOTOR VEH,CBU-MOTOR CARS,-,,9776.165604,34859.00655,-,67.14,67.41,Import,2026,Qtr 1,January,1
,TRANSPORT GROUP,  ROAD MOTOR VEH,CBU-MOTOR CYCLES,-,,76.845272,274.0638492,-,-21.59,-21.47,Import,2026,Qtr 1,January,1
,TRANSPORT GROUP,,2 CKD/SKD,-,,57031.24412,203413.2944,-,-9.77,-9.66,Import,2026,Qtr 1,January,1
,TRANSPORT GROUP,,3 PARTS & ACCESSORIES,-,,11158.19214,39794.00745,-,-0.46,-0.34,Import,2026,Qtr 1,January,1
,TRANSPORT GROUP,,4 OTHERS,-,,1371.981934,4893.592509,-,13.01,13.17,Import,2026,Qtr 1,January,1
,TRANSPORT GROUP,,"AIRCRAFTS, SHIPS AND BOATS",-,,1470.497526,5245.79766,-,-25.62,-25.55,Import,2026,Qtr 1,January,1
,TRANSPORT GROUP,,OTHERS TRANSPORT EQUIPMENTS,-,,3329.309035,11874.166,-,204.05,204.31,Import,2026,Qtr 1,January,1
,PETROLEUM GROUP,, PETROLEUM PRODUCTS,MT,662872.4718,85740.31809,305865.5126,-45.62,-52.27,-52.21,Import,2026,Qtr 1,January,1
,PETROLEUM GROUP,, PETROLEUM CRUDE,MT,859634.19,109677.9341,391107.5145,-22.73,-27.42,-27.32,Import,2026,Qtr 1,January,1
,PETROLEUM GROUP,,"NATURAL GAS, LIQUIFIED",-,,74841.02233,266991.1475,,-3.47,-3.35,Import,2026,Qtr 1,January,1
,PETROLEUM GROUP,," PETROLEUM GAS, LIQUIFIED",-,,27001.49464,96305.15978,,-16.98,-16.87,Import,2026,Qtr 1,January,1
,PETROLEUM GROUP,, OTHERS,-,,17.003765,60.67179703,,70.04,78.45,Import,2026,Qtr 1,January,1
,TEXTILE GROUP,, RAW COTTON,MT,81872.44095,39051.15596,139287.8786,23.24,21.34,21.49,Import,2026,Qtr 1,January,1
,TEXTILE GROUP,, SYNTHETIC FIBRE,MT,41454.60402,14773.9107,52694.55739,4.2,8.49,8.62,Import,2026,Qtr 1,January,1
,TEXTILE GROUP,, SYNTHETIC & ARTIFICIAL SILK YARN,MT,56515.972,25104.1442,89535.14684,6.21,2.55,2.67,Import,2026,Qtr 1,January,1
,TEXTILE GROUP,, WORN CLOTHING,MT,110258.336,18318.13522,65329.00497,-4.36,17.86,17.99,Import,2026,Qtr 1,January,1
,TEXTILE GROUP,, OTHR TEXTILE ITEMS,-,,65038.42429,231965.9915,,-4.09,-3.97,Import,2026,Qtr 1,January,1
,AGRICULTURAL AND OTHER CHEMICALS GROUP,, FERTILIZER MANUFACTURED,MT,78846.5385,15465.27561,55161.56196,-35.39,-23.17,-23.08,Import,2026,Qtr 1,January,1
,AGRICULTURAL AND OTHER CHEMICALS GROUP,, INSECTICIDES,MT,4101.968143,4183.61538,14921.02142,-4.2,-13.7,-13.6,Import,2026,Qtr 1,January,1
,AGRICULTURAL AND OTHER CHEMICALS GROUP,, PLASTIC MATERIALS,MT,254203.3388,76774.69587,273824.6411,11.25,4.23,4.36,Import,2026,Qtr 1,January,1
,AGRICULTURAL AND OTHER CHEMICALS GROUP,, MEDICINAL PRODUCTS,MT,3901.198791,26003.20838,92744.44575,-15.89,-31.1,-31.01,Import,2026,Qtr 1,January,1
,AGRICULTURAL AND OTHER CHEMICALS GROUP,, OTHERS,-,,129250.6611,460977.2834,,0.28,0.4,Import,2026,Qtr 1,January,1
,METAL GROUP,, GOLD,KG,18.05,739.061761,2635.492615,100,100,100,Import,2026,Qtr 1,January,1
,METAL GROUP,, IRON AND STEEL SCRAP,MT,386668.8561,56187.5665,200400.9392,0.76,2.02,2.15,Import,2026,Qtr 1,January,1
,METAL GROUP,, IRON AND STEEL,MT,447065.8858,74944.31585,267297.6697,25.99,22.82,22.96,Import,2026,Qtr 1,January,1
,METAL GROUP,, ALUMINIUM WROUGHT & WORKED,-,,5881.815802,20979.17156,-,7.1,7.25,Import,2026,Qtr 1,January,1
,METAL GROUP,, ALL OTHER METALS & ARTICALS,-,,43138.66222,153850.9138,-,29.24,29.4,Import,2026,Qtr 1,January,1
,MISCELLANEOUS GROUP,, RUBBER CRUDE INCL+ SYNTH/RECLAIMED,MT,16011.53913,6436.977102,22957.75993,-22.69,-14.9,-14.79,Import,2026,Qtr 1,January,1
,MISCELLANEOUS GROUP,, RUBBER TYRES & TUBES,NO,693472,4138.213542,14758.81903,22.5,-10.41,-10.29,Import,2026,Qtr 1,January,1
,MISCELLANEOUS GROUP,, WOOD & CORK,-,,3143.205447,11211.19803,,-9.37,-9.24,Import,2026,Qtr 1,January,1
,MISCELLANEOUS GROUP,, JUTE,MT,0,0,0,0,0,0,Import,2026,Qtr 1,January,1
,MISCELLANEOUS GROUP,, PAPER & PAPER BOARD & MANUF+THEREOF,MT,43680.58163,11628.76562,41473.48874,50.71,7.26,7.38,Import,2026,Qtr 1,January,1
, FOOD GROUP,," MILK,CREAM & MILK FOOD FOR INFANTS",MT,3414.94793,2943.892882,10511.4247,-23.81,-26.97,-26.89,Import,2026,Qtr 1,February,1
, FOOD GROUP,, WHEAT UNMILLED,MT,0,0,0,0,0,0,Import,2026,Qtr 1,February,1
, FOOD GROUP,, DRY FRUITS & NUTS,MT,12658.6347,3252.33975,11614.16994,-17.92,-26.3,-26.21,Import,2026,Qtr 1,February,1
, FOOD GROUP,, TEA,MT,23456.0641,17199.0723,61413.37065,-3.25,1.62,1.75,Import,2026,Qtr 1,February,1
, FOOD GROUP,, SPICES,MT,19533.6558,6168.054687,22025.7943,-8.89,-5.19,-5.07,Import,2026,Qtr 1,February,1
, FOOD GROUP,, SOYABEAN OIL,MT,9750,3186.379111,11380.51012,85.71,85.47,85.8,Import,2026,Qtr 1,February,1
, FOOD GROUP,, PALM OIL,MT,358912.5407,107979.5526,385582.1194,6.29,4.97,5.09,Import,2026,Qtr 1,February,1
, FOOD GROUP,, SUGAR,MT,145.53,27.91057,99.46097,-56.82,-57.71,-57.5,Import,2026,Qtr 1,February,1
, FOOD GROUP,, PULSES  (LEGUMINOUS VEGETABLES),MT,132729.794,19991.96742,71381.68377,-23.13,-26.99,-26.93,Import,2026,Qtr 1,February,1
, FOOD GROUP,, ALL OTHERS FOOD ITEMS,-,,93563.45479,334114.2827,-,16.35,16.49,Import,2026,Qtr 1,February,1
,MACHINERY GROUP,, POWER GENERATING MACHINERY,-,,19071.67791,68100.05099,-,-17.76,-17.67,Import,2026,Qtr 1,February,1
,MACHINERY GROUP,, OFFICE MACHINE INCL+DATA PROC EQUIP;,-,,12481.12244,44564.39256,-,-10.66,-10.56,Import,2026,Qtr 1,February,1
,MACHINERY GROUP,, TEXTILE MACHINERY,-,,12994.45269,46400.60357,-,-20.03,-19.93,Import,2026,Qtr 1,February,1
,MACHINERY GROUP,, CONSTRUCTION & MINING MACHINERY,-,,3812.128653,13612.22145,-,-62.19,-62.16,Import,2026,Qtr 1,February,1
,MACHINERY GROUP,, ELECTRICAL MACHINERY & APPARATUS,-,,51586.22137,184210.6149,-,-13.83,-13.73,Import,2026,Qtr 1,February,1
,MACHINERY GROUP, TELE COM, MOBILE PHONE,-,,43560.05313,155547.1112,-,-13.35,-13.26,Import,2026,Qtr 1,February,1
,MACHINERY GROUP, TELE COM, OTHER APPARATUS,-,,15660.05695,55912.40018,-,-16.18,-16.09,Import,2026,Qtr 1,February,1
,MACHINERY GROUP,, AGRICULTURAL MACHINERY & IMPLEMENTS,-,,3913.731256,13975.80508,-,26.01,26.15,Import,2026,Qtr 1,February,1
,MACHINERY GROUP,, OTHER MACHINERY,-,,80786.55553,288475.8217,-,12.14,12.26,Import,2026,Qtr 1,February,1
,TRANSPORT GROUP,,1 CBU,-,,15762.5483,56282.65962,-,24.63,24.8,Import,2026,Qtr 1,February,1
,TRANSPORT GROUP,  ROAD MOTOR VEH,"CBU-BUSES,TRUCKS & OTH  HEAVY VEHICLES",-,,5630.532224,20106.09266,-,101.52,101.79,Import,2026,Qtr 1,February,1
,TRANSPORT GROUP,  ROAD MOTOR VEH,CBU-MOTOR CARS,-,,10074.5323,35971.36614,-,3.05,3.19,Import,2026,Qtr 1,February,1
,TRANSPORT GROUP,  ROAD MOTOR VEH,CBU-MOTOR CYCLES,-,,57.483776,205.20082,-,-25.35,-25.11,Import,2026,Qtr 1,February,1
,TRANSPORT GROUP,,2 CKD/SKD,-,,55647.69991,198709.0327,-,-2.43,-2.31,Import,2026,Qtr 1,February,1
,TRANSPORT GROUP,  ROAD MOTOR VEH,"CKD/SKD-BUSES,TRUCKS & OTH  HEAVY VEHICLES",-,,9742.721366,34789.94532,-,-0.51,-0.4,Import,2026,Qtr 1,February,1
,TRANSPORT GROUP,  ROAD MOTOR VEH,CKD/SKD-MOTOR CARS,-,,44005.15229,157135.3867,-,-3.28,-3.17,Import,2026,Qtr 1,February,1
,TRANSPORT GROUP,  ROAD MOTOR VEH,CKD/SKD-MOTOR CYCLES,-,,1899.826256,6783.700626,-,9.19,9.27,Import,2026,Qtr 1,February,1
,TRANSPORT GROUP,,3G PARTS & ACCESSORIES,-,,8839.337569,31563.28677,-,-18.89,-18.79,Import,2026,Qtr 1,February,1
,TRANSPORT GROUP,,4H OTHERS,-,,1241.045404,4431.358384,-,-9.54,-9.45,Import,2026,Qtr 1,February,1
,TRANSPORT GROUP,,"AIRCRAFTS, SHIPS AND BOATS",-,,97.148132,346.77495,-,-93.39,-93.39,Import,2026,Qtr 1,February,1
,TRANSPORT GROUP,,OTHERS TRANSPORT EQUIPMENTS,-,,2139.767186,7640.612771,-,81.64,81.92,Import,2026,Qtr 1,February,1
,PETROLEUM GROUP,, PETROLEUM PRODUCTS,MT,587765.6303,79510.40861,283960.5954,-11.37,-7.27,-7.16,Import,2026,Qtr 1,February,1
,PETROLEUM GROUP,, PETROLEUM CRUDE,MT,905366.062,118498.4322,423148.2977,5.32,8.04,8.19,Import,2026,Qtr 1,February,1
,PETROLEUM GROUP,,"NATURAL GAS, LIQUIFIED",-,,52922.92289,189021.3103,,-29.29,-29.2,Import,2026,Qtr 1,February,1
,PETROLEUM GROUP,," PETROLEUM GAS, LIQUIFIED",-,,24272.41467,86673.4378,,-10.11,-10,Import,2026,Qtr 1,February,1
,PETROLEUM GROUP,, OTHERS,-,,13.021474,46.5158,,-23.4,-23.74,Import,2026,Qtr 1,February,1
,TEXTILE GROUP,, RAW COTTON,MT,63983.65967,30414.16011,108603.3844,-21.85,-22.12,-22.03,Import,2026,Qtr 1,February,1
,TEXTILE GROUP,, SYNTHETIC FIBRE,MT,43625.34762,15032.6206,53684.22061,9.95,1.75,1.88,Import,2026,Qtr 1,February,1
,TEXTILE GROUP,, SYNTHETIC & ARTIFICIAL SILK YARN,MT,52907.41744,23923.02962,85428.59784,-7.22,-4.7,-4.59,Import,2026,Qtr 1,February,1
,TEXTILE GROUP,, WORN CLOTHING,MT,87693.63852,12295.6559,43905.50845,-37.32,-32.88,-32.79,Import,2026,Qtr 1,February,1
,TEXTILE GROUP,, OTHR TEXTILE ITEMS,-,,58443.42166,208745.6673,,-10.14,-10.01,Import,2026,Qtr 1,February,1
,AGRICULTURAL AND OTHER CHEMICALS GROUP,, FERTILIZER MANUFACTURED,MT,38172.01723,7529.557899,26897.14809,-49.12,-51.31,-51.24,Import,2026,Qtr 1,February,1
,AGRICULTURAL AND OTHER CHEMICALS GROUP,, INSECTICIDES,MT,3145.42294,4306.474255,15377.88288,-0.27,2.93,3.06,Import,2026,Qtr 1,February,1
,AGRICULTURAL AND OTHER CHEMICALS GROUP,, PLASTIC MATERIALS,MT,237731.1861,71211.36931,254291.2456,-5.63,-7.25,-7.13,Import,2026,Qtr 1,February,1
,AGRICULTURAL AND OTHER CHEMICALS GROUP,, MEDICINAL PRODUCTS,MT,3543,26254.42393,93746.22122,4.27,-14.07,-13.98,Import,2026,Qtr 1,February,1
,AGRICULTURAL AND OTHER CHEMICALS GROUP,, OTHERS,-,,113459.478,405138.2399,,-9.01,-8.91,Import,2026,Qtr 1,February,1
,METAL GROUP,, GOLD,KG,26.3672,1206.951048,4310.57434,46.48,63.32,63.59,Import,2026,Qtr 1,February,1
,METAL GROUP,, IRON AND STEEL SCRAP,MT,292742.4015,42797.18438,152819.2278,-23.27,-23.83,-23.74,Import,2026,Qtr 1,February,1
,METAL GROUP,, IRON AND STEEL,MT,427321.1405,64738.70102,231160.2141,-4.94,-13.62,-13.52,Import,2026,Qtr 1,February,1
,METAL GROUP,, ALUMINIUM WROUGHT & WORKED,-,,6229.747767,22245.28856,,5.91,6.04,Import,2026,Qtr 1,February,1
,METAL GROUP,, ALL OTHER METALS & ARTICALS,-,,31181.28706,111340.9571,,-27.72,-27.63,Import,2026,Qtr 1,February,1
,MISCELLANEOUS GROUP,, RUBBER CRUDE INCL+ SYNTH/RECLAIMED,MT,21651.67666,6364.854087,22728.07585,37.11,-1.12,-1,Import,2026,Qtr 1,February,1
,MISCELLANEOUS GROUP,, RUBBER TYRES & TUBES,NO,687626,4905.954324,17518.95112,-1.77,18.56,18.7,Import,2026,Qtr 1,February,1
,MISCELLANEOUS GROUP,, WOOD & CORK,-,,2468.774475,8815.04805,,-21.45,-21.37,Import,2026,Qtr 1,February,1
,MISCELLANEOUS GROUP,, JUTE,MT,0,0,0,0,0,0,Import,2026,Qtr 1,February,1
,MISCELLANEOUS GROUP,, PAPER & PAPER BOARD & MANUF+THEREOF,MT,42269.65109,11270.57951,40246.20317,0.07,-3.08,-2.96,Import,2026,Qtr 1,February,1
, FOOD GROUP,," MILK,CREAM & MILK FOOD FOR INFANTS",MT,3900.62838,3071.64473,10980.9127,29.72,4.34,4.47,Import,2026,Qtr 1,March,1
, FOOD GROUP,, WHEAT UNMILLED,MT,0,0,0,0,0,0,Import,2026,Qtr 1,March,1
, FOOD GROUP,, DRY FRUITS & NUTS,MT,12351.54024,3014.397171,10775.95289,-2.49,-7.31,-7.22,Import,2026,Qtr 1,March,1
, FOOD GROUP,, TEA,MT,19112.66478,13409.43959,47938.21168,-18.59,-22.03,-21.94,Import,2026,Qtr 1,March,1
, FOOD GROUP,, SPICES,MT,20711.7412,6128.486453,21908.61538,7.47,-0.64,-0.53,Import,2026,Qtr 1,March,1
, FOOD GROUP,, SOYABEAN OIL,MT,2000,646.653467,2311.540543,-79.49,-79.7,-79.69,Import,2026,Qtr 1,March,1
, FOOD GROUP,, PALM OIL,MT,268369.1929,80374.78554,287318.3364,-25.23,-25.57,-25.48,Import,2026,Qtr 1,March,1
, FOOD GROUP,, SUGAR,MT,50,8.677063,31.03654461,-65.75,-69.01,-68.65,Import,2026,Qtr 1,March,1
, FOOD GROUP,, PULSES  (LEGUMINOUS VEGETABLES),MT,118613.4392,17032.31826,60898.75075,-10.63,-14.8,-14.69,Import,2026,Qtr 1,March,1
, FOOD GROUP,, ALL OTHERS FOOD ITEMS,-,,66579.1536,238023.8593,,-28.84,-28.76,Import,2026,Qtr 1,March,1
,MACHINERY GROUP,, POWER GENERATING MACHINERY,-,,24859.92837,88873.38121,,30.83,30.98,Import,2026,Qtr 1,March,1
,MACHINERY GROUP,, OFFICE MACHINE INCL+DATA PROC EQUIP;,-,,13068.30579,46715.53433,,4.77,4.9,Import,2026,Qtr 1,March,1
,MACHINERY GROUP,, TEXTILE MACHINERY,-,,10676.07686,38168.01555,,-17.84,-17.74,Import,2026,Qtr 1,March,1
